company,model,manufacture_year,km_driven,owner_type,fuel,transmission,mileage,max_power,seats,price
Hyundai,i20,2021,51000,2nd Owner,Petrol,Manual,18.6,81.83,5,621000
Mahindra,Bolero,2019,89000,2nd Owner,Diesel,Manual,15.96,62.1,7,625000
Maruti,Alto,2014,26097,2nd Owner,Petrol,Manual,19.7,46.3,5,175000
Volkswagen,Polo,2020,61000,2nd Owner,Diesel,Manual,20.14,88.8,5,625000
Hyundai,Grand,2019,44904,2nd Owner,Petrol,Manual,18.9,81.86,5,400000
Maruti,Swift,2016,133592,2nd Owner,Diesel,Manual,28.4,74.0,5,360000
Audi,Q7,2017,130000,2nd Owner,Diesel,Automatic,12.07,241.4,7,1950000
Toyota,Innova,2013,119440,2nd Owner,Diesel,Manual,12.99,100.6,7,400000
Jeep,Compass,2023,4000,2nd Owner,Diesel,Manual,17.1,170.0,5,1750000
Ford,Aspire,2022,54000,2nd Owner,Diesel,Manual,25.83,99.0,5,675000
Maruti,S-Presso,2025,1000,1st Owner,Petrol,Manual,21.7,67.0,5,490000
Maruti,Ciaz,2023,30000,2nd Owner,Diesel,Manual,28.09,88.5,5,1095000
Hyundai,i20,2020,72000,2nd Owner,Diesel,Manual,21.27,88.76,5,600000
Maruti,Alto,2012,86156,2nd Owner,Petrol,Manual,19.7,46.3,5,185000
Honda,Jazz,2021,65000,2nd Owner,Diesel,Manual,27.3,98.6,5,590000
Volkswagen,Vento,2016,56238,2nd Owner,Diesel,Manual,20.54,103.6,5,415000
Maruti,Vitara,2024,66622,2nd Owner,Diesel,Manual,24.3,88.5,5,910000
Maruti,Swift,2019,100000,1st Owner,Diesel,Manual,25.2,74.0,5,400000
Toyota,Innova,2015,80000,1st Owner,Diesel,Manual,12.8,102.0,8,518000
Maruti,Swift,2022,70000,2nd Owner,Diesel,Manual,25.2,74.0,5,630000
Maruti,Alto,2017,60000,1st Owner,Petrol,Manual,19.7,46.3,5,185000
Maruti,Alto,2023,15453,3rd Owner,Petrol,Manual,24.7,47.3,5,327000
Maruti,Alto,2020,70000,1st Owner,Petrol,Manual,23.95,67.05,5,265000
Renault,Triber,2025,5600,1st Owner,Petrol,Manual,20.0,71.0,7,800000
Hyundai,Grand,2020,142996,2nd Owner,Diesel,Manual,24.0,70.0,5,420000
Mahindra,Thar,2021,62000,2nd Owner,Diesel,Manual,16.55,105.0,6,799000
Volkswagen,Polo,2022,50000,1st Owner,Diesel,Manual,20.14,88.0,5,790000
Tata,Hexa,2023,25000,1st Owner,Diesel,Manual,17.6,153.86,7,800000
Tata,Hexa,2024,34293,2nd Owner,Diesel,Manual,17.6,153.86,7,1380000
Ford,Ecosport,2023,50000,1st Owner,Diesel,Manual,23.0,98.96,5,980000
Maruti,S-Presso,2024,5000,1st Owner,Petrol,Manual,21.7,67.0,5,420000
Maruti,Wagon R,2019,76470,2nd Owner,Petrol,Manual,20.51,67.04,5,310000
Maruti,Wagon R,2016,78010,2nd Owner,Petrol,Manual,20.51,67.04,5,309000
Mahindra,Marazzo,2024,33000,2nd Owner,Diesel,Manual,17.3,121.0,8,1335000
Maruti,Swift Dzire,2019,101931,2nd Owner,Diesel,Manual,19.3,73.9,5,530000
Maruti,Swift,2023,110000,1st Owner,Diesel,Manual,28.4,74.0,5,600000
Maruti,Swift,2021,82000,2nd Owner,Diesel,Manual,25.2,74.0,5,575000
Hyundai,i20,2020,90000,2nd Owner,Diesel,Manual,21.9,88.76,5,540000
Maruti,Alto,2020,35236,2nd Owner,Petrol,Manual,22.74,47.3,5,300000
Hyundai,Verna,2023,75000,2nd Owner,Diesel,Manual,22.0,126.2,5,900000
Maruti,Alto,2020,25000,1st Owner,Petrol,Manual,23.95,67.05,5,350000
Mahindra,XUV500,2020,63516,2nd Owner,Diesel,Manual,15.1,140.0,7,850000
Maruti,Ciaz,2023,14000,2nd Owner,Petrol,Manual,20.73,91.1,5,840000
Maruti,Wagon R,2024,11400,2nd Owner,Petrol,Manual,20.52,81.8,5,490000
Maruti,Celerio,2019,39000,2nd Owner,Petrol,Automatic,23.1,67.04,5,465000
Ford,Ecosport,2023,60000,1st Owner,Diesel,Manual,23.0,98.96,5,850000
Hyundai,i10,2014,80000,1st Owner,Petrol,Manual,20.36,78.9,5,145000
BMW,3,2020,40000,2nd Owner,Diesel,Automatic,19.59,184.0,5,3000000
Honda,City,2019,98000,1st Owner,Diesel,Manual,26.0,98.6,5,580000
Hyundai,Grand,2022,25000,1st Owner,Petrol,Manual,18.9,82.0,5,600000
Maruti,Baleno,2022,75000,2nd Owner,Diesel,Manual,27.39,74.0,5,645000
Maruti,Swift,2021,46852,2nd Owner,Diesel,Manual,22.9,74.0,5,620000
Honda,City,2013,70000,2nd Owner,Petrol,Manual,17.7,78.0,5,235000
Maruti,XL6,2025,14000,2nd Owner,Petrol,Manual,19.01,103.2,6,1150000
Mahindra,Thar,2022,30000,1st Owner,Diesel,Manual,16.55,105.0,6,850000
Maruti,Celerio,2020,50000,1st Owner,Diesel,Manual,27.62,47.0,5,290000
Maruti,Swift,2015,100000,1st Owner,Diesel,Manual,17.8,75.0,5,250000
Maruti,Wagon R,2021,40000,1st Owner,Petrol,Manual,20.51,67.04,5,325000
Maruti,Ciaz,2021,99000,1st Owner,Diesel,Manual,28.09,88.5,5,651000
Datsun,GO,2022,35000,1st Owner,Petrol,Manual,19.44,67.0,7,350000
Volkswagen,Polo,2018,60000,1st Owner,Diesel,Manual,22.07,73.9,5,400000
Honda,City,2014,80000,1st Owner,Petrol,Manual,17.0,118.0,5,320000
Mahindra,XUV500,2020,87000,2nd Owner,Diesel,Manual,16.0,140.0,7,1350000
Maruti,Swift,2020,43000,2nd Owner,Petrol,Manual,22.0,81.8,5,540000
Maruti,Baleno,2022,35000,2nd Owner,Petrol,Automatic,19.56,81.8,5,670000
Honda,City,2014,68759,2nd Owner,Petrol,Manual,17.0,118.0,5,350000
Volkswagen,Polo,2020,87566,2nd Owner,Petrol,Manual,15.26,103.5,5,441000
Ford,Aspire,2022,20000,1st Owner,Petrol,Manual,18.16,86.8,5,590000
Skoda,Rapid,2021,31800,2nd Owner,Petrol,Automatic,14.84,103.2,5,685000
Hyundai,Creta,2024,5000,1st Owner,Petrol,Automatic,14.8,121.3,5,1350000
Maruti,Wagon R,2022,41000,2nd Owner,Petrol,Automatic,20.51,67.0,5,435000
Maruti,Baleno,2023,60000,2nd Owner,Diesel,Manual,27.39,74.0,5,850000
Renault,KWID,2025,4000,1st Owner,Petrol,Manual,25.17,53.3,5,429000
Ford,Ecosport,2020,69000,2nd Owner,Diesel,Manual,22.77,98.59,5,599000
Toyota,Innova,2021,120000,1st Owner,Diesel,Automatic,11.36,171.5,7,1500000
Maruti,Ciaz,2023,29349,2nd Owner,Petrol,Manual,20.73,91.1,5,990000
Audi,A4,2023,17000,2nd Owner,Petrol,Automatic,17.84,147.51,5,3400000
Toyota,Fortuner,2017,74896,2nd Owner,Diesel,Manual,12.55,168.5,7,1400000
BMW,3,2015,51000,2nd Owner,Diesel,Automatic,16.07,181.0,5,925000
Honda,CR-V,2012,87000,2nd Owner,Petrol,Manual,10.8,152.0,5,475000
Maruti,Swift,2018,77831,2nd Owner,Diesel,Manual,22.9,74.0,5,450000
Maruti,Celerio,2024,58000,2nd Owner,Petrol,Manual,21.63,67.04,5,495000
Maruti,Swift Dzire,2022,120000,1st Owner,Diesel,Manual,28.4,74.02,5,560000
Toyota,Innova,2017,63000,2nd Owner,Diesel,Manual,12.99,100.0,8,1035000
Maruti,Ciaz,2022,32000,2nd Owner,Petrol,Manual,20.73,91.1,5,795000
Hyundai,Grand,2020,45000,2nd Owner,Petrol,Manual,18.9,82.0,5,405000
Honda,Amaze,2019,20000,1st Owner,Petrol,Manual,18.0,86.7,5,550000
Toyota,Innova,2023,65750,2nd Owner,Diesel,Manual,13.68,147.8,8,1925000
Tata,Tiago,2023,60000,1st Owner,Diesel,Manual,27.28,69.0,5,425000
Toyota,Innova,2021,44236,2nd Owner,Diesel,Manual,12.99,100.6,7,1611000
Maruti,Alto,2023,80000,2nd Owner,Petrol,Manual,22.74,47.3,5,290000
Land Rover,Rover,2019,40000,2nd Owner,Diesel,Automatic,12.65,255.0,5,6300000
Maruti,Wagon R,2020,60000,1st Owner,Petrol,Manual,20.51,67.06,5,375000
Tata,Safari,2020,147000,1st Owner,Diesel,Manual,14.0,138.1,7,800000
Renault,KWID,2022,40000,2nd Owner,Petrol,Manual,25.17,53.3,5,350000
Maruti,Eeco,2015,97438,2nd Owner,CNG,Manual,15.1,73.0,5,260000
Datsun,RediGO,2023,30000,1st Owner,Petrol,Manual,22.5,67.0,5,255000
BMW,6,2023,12000,2nd Owner,Diesel,Automatic,17.09,261.4,4,6400000
Renault,KWID,2020,30000,1st Owner,Petrol,Manual,25.17,53.3,5,310000
Mercedes-Benz,GL-Class,2023,20000,2nd Owner,Diesel,Automatic,17.9,167.6,5,5100000
Maruti,Swift Dzire,2021,90000,1st Owner,Diesel,Manual,26.59,74.0,5,552000
Hyundai,Grand,2021,37400,1st Owner,Diesel,Manual,24.0,70.0,5,520000
Hyundai,Creta,2021,39000,2nd Owner,Petrol,Manual,13.0,121.3,5,920000
Hyundai,i20,2024,10000,1st Owner,Petrol,Automatic,17.4,81.86,5,750000
Hyundai,i20,2019,58000,2nd Owner,Petrol,Manual,18.6,81.83,5,590000
Maruti,Alto,2017,60000,1st Owner,Petrol,Manual,20.92,67.1,5,254000
Maruti,Ciaz,2021,50000,1st Owner,Diesel,Manual,28.09,88.5,5,650000
Ford,Figo,2019,60000,1st Owner,Diesel,Manual,20.0,68.05,5,360000
Renault,KWID,2020,68000,2nd Owner,Petrol,Manual,25.17,53.3,5,325000
Hyundai,i20,2022,89823,3rd Owner,Diesel,Manual,22.54,88.73,5,690000
Maruti,Swift Dzire,2020,43000,2nd Owner,Petrol,Manual,20.85,83.14,5,625000
Maruti,Wagon R,2018,37000,2nd Owner,Petrol,Manual,18.9,67.1,5,390000
Maruti,Swift Dzire,2021,20000,1st Owner,Petrol,Manual,20.85,83.14,5,525000
Hyundai,i10,2016,82000,2nd Owner,Petrol,Automatic,16.95,78.9,5,285000
Hyundai,i10,2017,63000,2nd Owner,Petrol,Manual,20.36,78.9,5,355000
Maruti,Swift Dzire,2019,110000,1st Owner,Diesel,Manual,23.4,74.0,5,390000
Maruti,Swift,2018,50000,1st Owner,Petrol,Manual,18.6,85.8,5,370000
Maruti,Swift,2015,85520,2nd Owner,Petrol,Manual,22.0,81.8,5,280000
Hyundai,Verna,2024,10000,1st Owner,Petrol,Manual,17.0,121.3,5,1170000
Mahindra,Scorpio,2018,209000,1st Owner,Diesel,Manual,12.05,120.0,8,700000
Mahindra,XUV500,2018,182340,2nd Owner,Diesel,Manual,15.1,140.0,7,825000
Ford,Ecosport,2020,60172,2nd Owner,Petrol,Automatic,16.5,110.0,5,800000
Hyundai,Verna,2018,66000,1st Owner,Diesel,Manual,22.32,126.32,5,500000
Hyundai,i20,2024,47527,2nd Owner,Diesel,Manual,22.54,88.76,5,900000
Hyundai,Grand,2020,64000,2nd Owner,Petrol,Manual,18.9,82.0,5,390000
Hyundai,Santro,2018,28054,1st Owner,Petrol,Manual,17.92,62.1,5,398000
Mahindra,Scorpio,2012,75823,2nd Owner,Diesel,Manual,10.5,120.0,8,310000
Mahindra,XUV500,2021,56500,2nd Owner,Diesel,Automatic,16.0,140.0,7,1275000
Toyota,Fortuner,2023,70000,1st Owner,Diesel,Manual,14.24,174.5,7,2700000
Mahindra,XUV500,2023,40328,2nd Owner,Diesel,Manual,15.1,152.87,7,1550000
Hyundai,Verna,2017,91462,2nd Owner,Diesel,Automatic,19.08,126.32,5,580000
Maruti,Swift Dzire,2023,32000,1st Owner,Diesel,Manual,28.4,74.02,5,750000
Ford,Ecosport,2018,81000,2nd Owner,Diesel,Manual,22.7,89.84,5,575000
Hyundai,Creta,2024,10000,2nd Owner,Diesel,Automatic,17.6,126.2,5,1550000
Hyundai,i10,2017,54943,2nd Owner,Petrol,Manual,20.36,78.9,5,280000
Maruti,Wagon R,2014,64000,1st Owner,CNG,Manual,17.3,57.5,5,160000
Tata,Safari,2017,80000,1st Owner,Diesel,Manual,13.93,138.03,7,285000
Maruti,Alto,2022,25884,2nd Owner,Petrol,Manual,23.95,67.05,5,385000
Ford,Figo,2018,76000,2nd Owner,Diesel,Manual,20.0,68.0,5,395000
BMW,5,2016,136000,2nd Owner,Diesel,Automatic,16.2,235.0,5,1699000
Maruti,Baleno,2024,14000,2nd Owner,Petrol,Manual,21.01,81.8,5,640000
Mahindra,Bolero,2019,120000,2nd Owner,Diesel,Manual,13.6,63.0,7,625000
Honda,City,2022,71000,2nd Owner,Petrol,Manual,17.8,117.3,5,850000
Toyota,Innova,2021,68194,2nd Owner,Diesel,Automatic,11.36,171.5,7,1950000
Tata,Nexon,2023,80000,2nd Owner,Diesel,Manual,21.5,108.5,5,889000
Hyundai,i10,2015,52221,2nd Owner,Petrol,Manual,20.36,78.9,5,320000
BMW,X3,2017,80000,2nd Owner,Diesel,Automatic,16.09,184.0,5,1850000
Ford,Freestyle,2023,25000,1st Owner,Diesel,Manual,24.4,98.63,5,771000
Volkswagen,Polo,2021,98000,2nd Owner,Diesel,Manual,20.14,88.0,5,599000
Hyundai,i20,2023,26000,2nd Owner,Petrol,Manual,18.6,81.86,5,675000
BMW,X5,2020,70000,2nd Owner,Diesel,Automatic,15.3,258.0,5,3500000
Mahindra,Bolero,2020,120000,1st Owner,Diesel,Manual,15.96,63.0,9,400000
Hyundai,Grand,2022,46139,2nd Owner,Diesel,Manual,24.0,73.97,5,375000
Jaguar,XF,2020,60000,1st Owner,Diesel,Automatic,16.36,187.7,5,2400000
Hyundai,i20,2024,12000,1st Owner,Petrol,Manual,18.6,81.86,5,735000
Mahindra,Bolero,2020,61440,2nd Owner,Diesel,Manual,15.96,62.1,7,650000
Ford,Figo,2021,61706,2nd Owner,Diesel,Manual,25.83,99.0,5,595000
Tata,Tiago,2024,6500,1st Owner,Petrol,Manual,23.84,84.0,5,500000
Mahindra,XUV500,2018,72423,2nd Owner,Diesel,Manual,15.1,140.0,7,760000
Hyundai,Verna,2018,90000,1st Owner,Diesel,Manual,22.32,126.32,5,520000
Hyundai,i20,2023,60000,1st Owner,Diesel,Manual,22.54,88.73,5,725000
Maruti,Baleno,2020,43642,2nd Owner,Petrol,Manual,21.4,83.1,5,629000
Maruti,Alto,2019,56000,2nd Owner,Petrol,Manual,22.74,47.3,5,265000
Toyota,Innova,2020,82000,2nd Owner,Diesel,Manual,12.99,100.6,7,1299000
Maruti,Alto,2019,60000,1st Owner,Petrol,Manual,23.95,67.05,5,315000
Honda,City,2022,91000,2nd Owner,Diesel,Manual,25.6,97.9,5,850000
Porsche,Cayenne,2017,87000,2nd Owner,Diesel,Automatic,15.15,240.0,5,4200000
Mahindra,XUV500,2017,100000,1st Owner,Diesel,Manual,15.1,140.0,7,800000
Maruti,Swift Dzire,2023,12500,1st Owner,Petrol,Manual,22.0,81.8,5,650000
Honda,Amaze,2019,78000,2nd Owner,Diesel,Manual,25.8,98.6,5,485000
Volkswagen,Polo,2017,60000,1st Owner,Diesel,Manual,22.07,73.9,5,300000
Maruti,Vitara,2022,30000,1st Owner,Diesel,Manual,24.3,88.5,5,950000
Toyota,Innova,2020,78000,2nd Owner,Diesel,Manual,12.8,102.0,8,1375000
Hyundai,Creta,2021,85204,2nd Owner,Diesel,Manual,19.67,126.2,5,1025000
Maruti,Swift,2022,100000,1st Owner,Diesel,Manual,25.2,74.0,5,620000
Tata,Tigor,2022,95000,1st Owner,Diesel,Manual,24.7,69.0,5,600000
Maruti,Baleno,2021,48000,1st Owner,Petrol,Automatic,21.4,83.1,5,625000
Ford,Figo,2017,90000,1st Owner,Diesel,Manual,20.0,68.0,5,220000
Hyundai,Verna,2022,40500,2nd Owner,Diesel,Manual,22.0,126.2,5,845000
Maruti,Swift,2023,40000,1st Owner,Petrol,Manual,21.21,81.8,5,550000
Hyundai,Creta,2023,19000,1st Owner,Diesel,Manual,20.5,126.2,5,1310000
Hyundai,Grand,2019,33700,2nd Owner,Diesel,Manual,24.0,70.0,5,450000
Mahindra,Scorpio,2017,89000,2nd Owner,Diesel,Manual,12.05,120.0,8,695000
Mahindra,Bolero,2018,108875,2nd Owner,Diesel,Manual,15.96,62.1,7,450000
Hyundai,Grand,2024,35166,2nd Owner,Petrol,Manual,18.9,81.86,5,669000
Jeep,Compass,2024,13500,1st Owner,Diesel,Manual,17.1,170.0,5,1750000
Tata,Tigor,2023,30000,1st Owner,Diesel,Manual,24.7,69.0,5,700000
Mahindra,Scorpio,2021,65273,3rd Owner,Diesel,Manual,15.4,120.0,7,1240000
Maruti,Ciaz,2023,36000,2nd Owner,Petrol,Manual,20.73,91.1,5,775000
Maruti,Swift Dzire,2020,70000,1st Owner,Diesel,Manual,26.59,74.0,5,550000
Maruti,Swift,2023,7000,2nd Owner,Petrol,Manual,22.0,81.8,5,610000
Maruti,Wagon R,2020,70000,2nd Owner,Petrol,Manual,21.5,81.8,5,340000
Maruti,Ciaz,2021,67248,2nd Owner,Petrol,Manual,20.73,91.1,5,495000
Volkswagen,Polo,2023,58000,2nd Owner,Petrol,Manual,16.2,74.0,5,690000
Toyota,Innova,2022,120000,1st Owner,Diesel,Manual,13.68,147.8,8,1560000
Maruti,Ertiga,2022,51000,2nd Owner,Diesel,Manual,25.47,88.5,7,835000
Ford,Figo,2018,59000,2nd Owner,Diesel,Manual,20.0,68.05,5,410000
Mahindra,Bolero,2020,120000,1st Owner,Diesel,Manual,15.96,63.0,9,600000
Honda,Amaze,2020,48000,2nd Owner,Diesel,Manual,27.4,98.63,5,545000
Maruti,Alto,2010,90000,1st Owner,Petrol,Manual,19.7,46.3,5,90000
Maruti,Wagon R,2014,100000,1st Owner,CNG,Manual,17.3,57.5,5,150000
Maruti,Swift Dzire,2020,123273,2nd Owner,Diesel,Manual,26.59,74.0,5,410000
Hyundai,Creta,2022,32500,2nd Owner,Petrol,Manual,15.8,121.3,5,1100000
Maruti,Alto,2011,103000,2nd Owner,Petrol,Manual,19.7,46.3,5,150000
Mahindra,Bolero,2019,78000,2nd Owner,Diesel,Manual,15.96,62.1,7,550000
Renault,KWID,2022,50000,1st Owner,Petrol,Manual,23.01,67.0,5,310000
Maruti,Alto,2016,62900,2nd Owner,Petrol,Manual,20.92,67.1,5,235000
Maruti,Vitara,2024,19000,2nd Owner,Diesel,Automatic,24.3,88.5,5,1035000
BMW,3,2015,141000,2nd Owner,Diesel,Automatic,16.07,181.0,5,999000
Renault,Duster,2020,70000,1st Owner,Diesel,Manual,19.01,108.45,5,690000
Maruti,Wagon R,2022,19000,2nd Owner,Petrol,Automatic,20.51,67.0,5,485000
Hyundai,Creta,2023,25000,1st Owner,Diesel,Manual,22.1,88.7,5,999000
Maruti,Wagon R,2019,27894,2nd Owner,Petrol,Manual,21.79,67.05,5,375000
Hyundai,Verna,2018,50000,1st Owner,Diesel,Manual,22.32,126.32,5,620000
Ford,Ecosport,2023,74000,1st Owner,Diesel,Manual,23.0,98.96,5,740000
Honda,Amaze,2024,4387,2nd Owner,Petrol,Manual,17.8,86.7,5,685000
Maruti,Ertiga,2020,44000,2nd Owner,Diesel,Manual,20.77,88.76,7,770000
Hyundai,Creta,2022,116589,2nd Owner,Diesel,Manual,19.67,126.2,5,1100000
Maruti,Swift Dzire,2023,35000,1st Owner,Petrol,Manual,22.0,81.8,5,630000
Honda,City,2021,70900,2nd Owner,Petrol,Manual,17.0,118.0,5,625000
Maruti,Vitara,2021,54566,2nd Owner,Diesel,Manual,24.3,88.5,5,789000
Honda,Amaze,2018,76000,2nd Owner,Diesel,Manual,25.8,98.6,5,350000
Mahindra,Bolero,2020,89635,2nd Owner,Diesel,Manual,13.6,63.0,9,410000
Hyundai,Verna,2018,87000,2nd Owner,Diesel,Automatic,19.08,126.32,5,595000
Toyota,Innova,2019,150000,1st Owner,Diesel,Manual,12.99,100.6,8,900000
Hyundai,Creta,2022,55321,2nd Owner,Diesel,Manual,19.67,126.2,5,1275000
BMW,3,2017,158000,2nd Owner,Diesel,Automatic,16.07,181.0,5,1250000
Maruti,Alto,2016,72715,2nd Owner,Petrol,Manual,20.92,67.1,5,210000
Maruti,Swift Dzire,2020,58000,2nd Owner,Diesel,Manual,19.3,73.9,5,550000
Hyundai,i20,2023,22218,2nd Owner,Petrol,Manual,18.6,81.83,5,715000
Maruti,Baleno,2025,1001,2nd Owner,Petrol,Automatic,19.56,81.8,5,850000
Maruti,Ciaz,2020,55000,2nd Owner,Diesel,Manual,28.09,88.5,5,625000
Tata,Tiago,2021,50500,1st Owner,Diesel,Manual,27.28,69.0,5,380000
Maruti,Swift Dzire,2023,61000,2nd Owner,Diesel,Automatic,28.4,74.02,5,745000
Hyundai,Creta,2023,30000,1st Owner,Diesel,Manual,22.1,88.7,5,920000
Hyundai,i10,2015,76602,2nd Owner,Petrol,Manual,20.36,78.9,5,320000
Maruti,Alto,2022,70000,1st Owner,Petrol,Manual,24.7,47.3,5,270000
Ford,Freestyle,2024,25000,1st Owner,Diesel,Manual,24.4,98.63,5,790000
Maruti,Swift Dzire,2022,77000,2nd Owner,Diesel,Manual,19.3,73.9,5,700000
Maruti,Swift,2023,77600,2nd Owner,Diesel,Automatic,28.4,74.0,5,695000
Maruti,Alto,2018,45000,2nd Owner,Petrol,Manual,22.74,47.3,5,285000
Ford,Ecosport,2018,233000,2nd Owner,Diesel,Manual,22.7,89.84,5,460000
Maruti,Swift,2022,85000,2nd Owner,Diesel,Manual,22.9,74.0,5,615000
Volkswagen,Polo,2020,48900,2nd Owner,Petrol,Manual,16.47,74.0,5,514000
Mahindra,Scorpio,2016,60000,1st Owner,Diesel,Manual,13.5,115.0,5,400000
Mahindra,XUV500,2020,58230,2nd Owner,Diesel,Manual,15.1,140.0,7,800000
Maruti,Swift Dzire,2015,80000,1st Owner,Diesel,Manual,19.3,73.9,5,375000
Maruti,Baleno,2023,20332,2nd Owner,Petrol,Automatic,21.4,83.1,5,660000
Mahindra,Bolero,2022,73435,2nd Owner,Diesel,Manual,15.96,62.1,7,675000
Ford,Ecosport,2023,22128,2nd Owner,Diesel,Manual,23.0,98.96,5,1135000
Maruti,Alto,2024,21900,2nd Owner,Petrol,Manual,24.7,47.3,5,360000
Volkswagen,Vento,2018,80000,1st Owner,Diesel,Manual,20.54,103.6,5,525000
Honda,City,2013,78000,1st Owner,Petrol,Manual,17.0,118.0,5,350000
Maruti,Celerio,2024,25000,1st Owner,Petrol,Automatic,23.1,67.04,5,530000
Maruti,Vitara,2023,12000,2nd Owner,Diesel,Manual,24.3,88.5,5,925000
Maruti,Alto,2012,100000,1st Owner,Petrol,Manual,19.7,46.3,5,145000
Hyundai,i10,2014,18000,2nd Owner,Petrol,Manual,20.36,78.9,5,330000
Audi,A6,2020,100000,2nd Owner,Diesel,Automatic,18.53,187.74,5,2275000
Honda,City,2020,30000,2nd Owner,Diesel,Manual,26.0,98.6,5,500000
Honda,Amaze,2024,10000,1st Owner,Diesel,Automatic,23.8,78.9,5,795000
Maruti,Swift Dzire,2019,91000,2nd Owner,Diesel,Manual,23.4,74.0,5,550000
Hyundai,Creta,2023,90000,1st Owner,Diesel,Manual,22.1,88.7,5,950000
Maruti,Swift,2020,92000,2nd Owner,Diesel,Manual,22.9,74.0,5,480000
Hyundai,Creta,2021,37000,2nd Owner,Petrol,Automatic,13.0,121.3,5,1095000
Honda,City,2020,58972,2nd Owner,Diesel,Manual,26.0,98.6,5,690000
Maruti,Vitara,2022,53892,2nd Owner,Diesel,Manual,24.3,88.5,5,780000
Maruti,Baleno,2022,20000,2nd Owner,Petrol,Manual,21.01,81.8,5,770000
Maruti,Baleno,2024,69000,2nd Owner,Diesel,Manual,27.39,74.0,5,790000
Volkswagen,Vento,2018,66000,2nd Owner,Diesel,Manual,20.54,103.6,5,490000
Jeep,Compass,2023,50000,1st Owner,Diesel,Manual,17.1,170.0,5,1500000
Hyundai,i20,2021,54000,2nd Owner,Diesel,Manual,22.54,88.73,5,660000
Maruti,Alto,2019,35000,1st Owner,Petrol,Manual,23.95,67.05,5,213000
Maruti,Swift Dzire,2019,112000,2nd Owner,Diesel,Manual,23.4,74.0,5,550000
Maruti,Alto,2021,40000,1st Owner,Petrol,Manual,23.95,67.05,5,300000
Maruti,Swift Dzire,2023,90000,1st Owner,Diesel,Manual,28.4,74.02,5,700000
Maruti,Swift Dzire,2023,37000,2nd Owner,Diesel,Manual,28.4,74.02,5,811000
Hyundai,Creta,2023,25000,1st Owner,Diesel,Manual,20.5,126.2,5,1500000
Hyundai,Creta,2022,53000,1st Owner,Diesel,Manual,21.38,88.7,5,1100000
Renault,Duster,2021,73000,2nd Owner,Diesel,Automatic,19.6,108.45,5,895000
Maruti,Ciaz,2021,115852,2nd Owner,Diesel,Manual,28.09,88.5,5,655000
Maruti,Baleno,2024,13500,1st Owner,Petrol,Manual,21.01,81.8,5,578000
Tata,Safari,2014,110000,1st Owner,Diesel,Manual,11.57,138.1,7,300000
Renault,KWID,2021,45500,2nd Owner,Petrol,Manual,23.01,67.0,5,325000
Volkswagen,Vento,2021,55000,1st Owner,Diesel,Automatic,22.15,108.6,5,950000
Ford,Ecosport,2022,45000,1st Owner,Diesel,Manual,23.0,98.96,5,900000
Maruti,Celerio,2022,9400,2nd Owner,Petrol,Automatic,23.1,67.04,5,470000
Tata,Nexon,2023,35000,1st Owner,Diesel,Manual,21.5,108.5,5,775000
Maruti,Alto,2023,18404,2nd Owner,Petrol,Manual,24.7,47.3,5,329000
Maruti,Wagon R,2014,60000,1st Owner,Petrol,Manual,18.9,67.0,5,150000
BMW,X1,2021,36806,2nd Owner,Diesel,Automatic,20.68,188.0,5,2700000
Ford,Ecosport,2022,11000,2nd Owner,Petrol,Manual,18.88,123.24,5,950000
Hyundai,i20,2022,33000,2nd Owner,Petrol,Manual,18.6,81.83,5,695000
Hyundai,Verna,2017,100000,1st Owner,Diesel,Manual,22.32,126.32,5,520000
Renault,KWID,2021,15814,2nd Owner,Petrol,Manual,25.17,53.3,5,340000
Honda,City,2019,51000,1st Owner,Diesel,Manual,25.1,98.6,5,610000
Renault,KWID,2023,39000,1st Owner,Petrol,Manual,25.17,53.3,5,325000
Volkswagen,Vento,2017,116000,2nd Owner,Diesel,Manual,20.54,103.6,5,400000
Maruti,Swift,2023,46000,1st Owner,Diesel,Automatic,28.4,74.0,5,650000
Maruti,Alto,2022,60000,2nd Owner,Petrol,Manual,22.74,47.3,5,310000
Renault,KWID,2023,26000,2nd Owner,Petrol,Manual,25.17,53.3,5,400000
Renault,KWID,2022,50000,1st Owner,Petrol,Manual,25.17,53.3,5,280000
Hyundai,Grand,2023,36717,2nd Owner,Petrol,Manual,18.9,81.86,5,510000
Maruti,Baleno,2022,45000,2nd Owner,Diesel,Manual,27.39,74.0,5,895000
Honda,Jazz,2022,26026,2nd Owner,Petrol,Manual,18.2,88.7,5,641000
Maruti,Swift Dzire,2021,65000,2nd Owner,Diesel,Manual,19.3,73.9,5,480000
Jaguar,XF,2018,79000,2nd Owner,Diesel,Automatic,14.74,270.9,5,2500000
Skoda,Superb,2014,114447,2nd Owner,Petrol,Manual,13.14,160.0,5,450000
Hyundai,Santro,2015,88290,2nd Owner,Petrol,Manual,17.92,62.1,5,262000
Toyota,Innova,2018,100000,2nd Owner,Diesel,Manual,12.99,100.0,7,980000
Mahindra,Scorpio,2016,87563,2nd Owner,Diesel,Manual,12.05,120.0,8,540000
Maruti,Alto,2023,20000,1st Owner,Petrol,Manual,24.7,47.3,5,310000
Maruti,Wagon R,2020,70000,1st Owner,Petrol,Manual,20.51,67.04,5,380000
